restaurantid,customerId,total,is_delivery,dateoforder
951,406,143.28,true,2023-12-19
738,84,1643.54,true,2023-12-09
826,292,1763.0,true,2023-12-24
913,412,1270.73,true,2023-12-30
749,412,136.08,true,2023-12-04
924,21,1629.33,true,2023-12-19
975,350,1114.41,true,2023-12-19
707,253,1780.31,true,2023-12-12
551,43,1408.53,true,2023-12-08
718,453,1209.56,true,2023-12-12
837,419,958.28,true,2023-12-04
955,214,1943.08,true,2023-12-14
677,498,1181.44,true,2023-12-20
661,61,888.27,true,2023-12-07
776,441,1262.32,true,2023-12-24
775,353,1444.85,true,2023-11-30
876,71,1356.92,true,2023-12-15
890,21,145.72,true,2023-12-12
771,480,1729.12,true,2023-12-19
555,109,632.04,true,2023-12-13
678,333,1839.2,true,2023-12-03
792,463,52.06,true,2023-12-09
681,271,1579.21,true,2023-12-25
773,448,808.98,true,2023-12-17
801,28,96.76,true,2023-12-03
893,83,351.05,true,2023-12-02
576,403,1527.0,true,2023-12-30
587,159,957.27,true,2023-12-11
882,196,1454.03,true,2023-12-05
797,289,1725.26,true,2023-12-04
783,135,79.65,true,2023-12-05
776,391,315.69,true,2023-12-11
587,412,345.1,true,2023-12-02
687,108,1214.78,true,2023-12-13
946,43,1119.89,true,2023-12-04
621,358,26.11,true,2023-12-30
929,6,728.76,true,2023-12-11
616,65,1352.83,true,2023-12-04
727,397,267.25,true,2023-12-09
868,110,825.11,true,2023-12-07
966,189,31.98,true,2023-12-29
577,50,642.21,true,2023-12-06
989,456,1978.77,true,2023-12-15
901,154,215.03,true,2023-12-18
822,6,948.23,true,2023-12-07
910,159,40.7,true,2023-12-15
812,249,568.72,true,2023-12-04
876,383,1344.15,true,2023-12-09
1007,317,1066.05,true,2023-11-30
788,465,208.54,true,2023-12-26
508,41,1947.66,true,2023-12-08
790,285,435.95,true,2023-12-04
692,39,767.91,true,2023-12-14
550,379,1824.28,true,2023-12-06
876,113,1492.24,true,2023-12-10
892,190,1920.71,true,2023-12-04
906,229,526.85,true,2023-12-26
906,278,1309.14,true,2023-12-23
910,383,1568.51,true,2023-12-14
556,397,416.75,true,2023-12-03
805,401,1438.93,true,2023-12-10
893,479,770.21,true,2023-12-20
763,130,1488.95,true,2023-12-15
774,430,1490.65,true,2023-12-02
634,41,753.05,true,2023-12-23
634,305,1201.54,true,2023-12-16
686,393,569.29,true,2023-12-26
952,357,322.85,true,2023-12-27
803,149,431.97,true,2023-12-30
1005,37,693.18,true,2023-12-02
928,482,1175.06,true,2023-12-14
900,410,1839.89,true,2023-12-04
726,368,1722.14,true,2023-12-29
710,367,1634.05,true,2023-12-18
594,290,438.46,true,2023-12-13
863,61,1771.48,true,2023-12-24
999,68,1819.42,true,2023-12-14
931,209,1313.58,true,2023-12-03
893,171,676.13,true,2023-12-14
876,437,1438.8,true,2023-12-13
807,281,1312.09,true,2023-12-19
869,76,484.15,true,2023-12-04
743,89,269.94,true,2023-12-13
955,56,13.72,true,2023-12-06
550,16,380.89,true,2023-12-11
521,218,134.21,true,2023-12-08
590,423,1044.47,true,2023-12-26
605,133,607.44,true,2023-12-06
798,71,1888.39,true,2023-12-14
792,15,1856.76,true,2023-12-24
887,321,1017.57,true,2023-12-19
971,431,6.62,true,2023-11-30
715,112,1199.21,true,2023-12-25
690,349,1981.36,true,2023-12-28
981,8,1586.28,true,2023-12-19
960,142,125.84,true,2023-12-13
987,97,1482.49,true,2023-11-30
882,64,1808.17,true,2023-12-12
961,284,820.06,true,2023-12-07
537,215,1385.04,true,2023-12-13
785,128,271.12,true,2023-12-02
670,179,1325.04,true,2023-12-07
801,152,705.76,true,2023-12-09
830,374,758.46,true,2023-12-17
570,146,887.73,true,2023-12-28
525,492,1886.93,true,2023-12-14
946,19,135.36,true,2023-12-18
681,280,1800.83,true,2023-12-16
807,413,1744.59,true,2023-12-09
883,289,1307.89,true,2023-12-19
935,125,1121.52,true,2023-12-26
1004,381,1115.39,true,2023-12-11
647,322,128.19,true,2023-12-03
943,7,416.07,true,2023-11-30
602,339,165.09,true,2023-12-14
735,310,491.19,true,2023-12-03
806,201,872.82,true,2023-12-25
617,24,499.66,true,2023-12-20
657,473,380.58,true,2023-12-07
542,245,1324.8,true,2023-12-26
639,178,413.51,true,2023-12-17
600,258,1884.07,true,2023-12-14
600,226,1275.21,true,2023-12-19
835,25,992.74,true,2023-12-10
599,287,1087.52,true,2023-12-17
649,244,1735.02,true,2023-12-12
937,42,1807.54,true,2023-12-24
616,129,1932.26,true,2023-12-03
671,375,1458.62,true,2023-12-01
855,309,1889.27,true,2023-12-31
666,23,1978.64,true,2023-12-24
964,343,983.84,true,2023-12-15
818,140,1217.21,true,2023-12-10
726,140,690.78,true,2023-12-09
954,149,936.62,true,2023-12-08
990,302,850.86,true,2023-12-16
621,28,250.14,true,2023-12-29
689,306,129.68,true,2023-12-09
875,374,1493.63,true,2023-12-02
821,21,1717.6,true,2023-12-08
829,470,1415.27,true,2023-12-03
970,323,1538.71,true,2023-12-15
731,483,1702.86,true,2023-12-04
540,130,278.72,true,2023-12-20
916,46,1283.09,true,2023-12-22
849,394,695.44,true,2023-12-22
992,342,1728.93,true,2023-12-10
556,400,1772.94,true,2023-12-01
636,157,1019.49,true,2023-12-18
737,211,1681.02,true,2023-12-04
965,392,755.85,true,2023-12-01
775,41,1351.55,true,2023-12-31
939,472,1167.5,true,2023-12-02
924,196,51.51,true,2023-12-25
591,188,725.23,true,2023-12-10
1003,424,575.49,true,2023-12-15
565,94,1497.13,true,2023-12-30
736,270,1308.53,true,2023-12-27
714,71,233.38,true,2023-12-04
673,277,920.48,true,2023-12-21
619,235,1689.83,true,2023-12-30
646,2,1478.81,true,2023-12-29
815,57,615.31,true,2023-12-09
524,182,125.16,true,2023-12-28
589,492,162.89,true,2023-12-24
514,93,1894.14,true,2023-12-29
866,302,1756.62,true,2023-12-17
653,129,339.21,true,2023-11-30
701,258,582.21,true,2023-12-11
706,145,1761.93,true,2023-12-11
942,385,1516.86,true,2023-12-18
769,340,1361.6,true,2023-12-11
797,334,1146.15,true,2023-12-15
674,391,1513.45,true,2023-12-16
584,250,1972.59,true,2023-12-03
835,58,388.84,true,2023-12-03
889,464,1999.61,true,2023-12-18
727,24,933.31,true,2023-12-15
952,115,1618.41,true,2023-12-02
809,485,782.65,true,2023-12-03
903,153,1229.11,true,2023-12-25
659,145,932.09,true,2023-12-18
724,42,1811.81,true,2023-12-18
800,295,171.01,true,2023-12-07
590,481,1759.95,true,2023-12-05
684,351,1183.47,true,2023-12-18
796,316,306.14,true,2023-12-06
726,424,317.66,true,2023-12-09
855,218,1132.75,true,2023-12-24
635,131,1867.72,true,2023-12-30
818,440,1579.37,true,2023-12-29
737,204,900.39,true,2023-12-20
869,34,614.73,true,2023-12-26
998,253,1363.99,true,2023-12-11
719,236,1238.87,true,2023-12-31
682,310,769.35,true,2023-12-20
760,179,1212.79,true,2023-12-19
561,8,994.36,true,2023-12-14
755,331,1099.48,true,2023-12-24
684,128,791.59,true,2023-12-14
611,286,1085.84,true,2023-12-21
569,208,1087.66,true,2023-12-01
586,217,106.18,true,2023-11-30
788,448,1652.61,true,2023-12-31
620,431,1466.57,true,2023-12-03
689,323,1547.19,true,2023-12-24
960,274,1250.25,true,2023-12-17
733,396,255.65,true,2023-12-12
775,124,66.77,true,2023-12-16
1001,248,1983.48,true,2023-12-27
742,359,1928.24,true,2023-12-23
936,367,1378.35,true,2023-12-06
642,308,203.96,true,2023-12-01
1005,103,1046.19,true,2023-12-15
689,466,1037.13,true,2023-12-04
801,65,1709.29,true,2023-12-31
613,323,1134.41,true,2023-12-02
889,168,534.63,true,2023-12-16
587,247,193.84,true,2023-12-07
993,52,1788.07,true,2023-12-23
508,273,1341.58,true,2023-12-03
898,394,694.83,true,2023-12-11
662,426,1073.52,true,2023-12-08
715,370,1567.05,true,2023-12-30
633,309,1259.48,true,2023-12-23
657,215,526.97,true,2023-12-29
930,322,1806.12,true,2023-12-08
662,96,41.46,true,2023-12-18
877,485,41.96,true,2023-12-22
945,460,767.14,true,2023-12-26
860,192,1207.26,true,2023-12-21
813,40,676.53,true,2023-12-16
689,182,459.11,true,2023-12-09
948,383,276.17,true,2023-12-07
537,2,1090.56,true,2023-12-26
868,166,1036.32,true,2023-12-21
603,160,1532.1,true,2023-12-19
727,460,1176.56,true,2023-12-06
847,70,375.22,true,2023-12-31
790,175,1527.42,true,2023-11-30
825,35,961.63,true,2023-12-03
546,310,1551.95,true,2023-12-11
935,487,383.49,true,2023-12-05
558,301,1842.67,true,2023-12-21
653,286,911.98,true,2023-12-09
962,77,233.95,true,2023-12-09
792,297,725.6,true,2023-12-18
629,16,1236.83,true,2023-12-21
728,398,577.39,true,2023-11-30
796,315,1028.59,true,2023-12-03
545,84,1082.58,true,2023-12-13
952,343,1721.03,true,2023-12-26
671,21,266.81,true,2023-12-18
684,363,850.42,true,2023-12-31
614,391,862.63,true,2023-12-17
781,56,754.52,true,2023-12-27
949,472,1058.22,true,2023-12-24
983,111,1592.95,true,2023-12-31
996,84,1989.88,true,2023-12-23
603,113,1440.47,true,2023-12-15
799,115,1113.2,true,2023-12-13
603,450,1299.12,true,2023-12-11
814,248,265.33,true,2023-12-14
995,184,457.38,true,2023-12-11
1000,47,1476.58,true,2023-12-29
964,497,1448.55,true,2023-12-29
568,421,922.4,true,2023-12-04
957,20,1440.66,true,2023-12-22
515,312,1408.7,true,2023-12-08
664,204,743.75,true,2023-12-09
838,368,1887.78,true,2023-12-31
989,80,742.76,true,2023-12-14
728,254,1337.98,true,2023-12-09
871,193,953.28,true,2023-12-10
550,97,147.27,true,2023-12-29
779,14,433.0,true,2023-12-08
564,396,1563.68,true,2023-12-19
976,462,47.95,true,2023-12-14
894,110,1723.96,true,2023-12-21
803,470,499.62,true,2023-12-27
931,134,975.67,true,2023-12-06
825,279,455.12,true,2023-12-22
639,409,369.39,true,2023-12-16
728,266,1417.84,true,2023-12-25
888,277,1454.32,true,2023-12-06
742,16,180.99,true,2023-12-05
878,10,1954.95,true,2023-12-12
804,277,322.02,true,2023-11-30
587,431,1075.91,true,2023-12-22
577,66,409.19,true,2023-12-05
647,178,1313.38,true,2023-12-28
883,381,580.38,true,2023-12-30
854,463,602.07,true,2023-12-08
831,158,1881.34,true,2023-12-27
931,156,152.25,true,2023-12-30
922,455,598.64,true,2023-12-04
591,449,1296.03,true,2023-12-19
982,452,214.03,true,2023-12-20
603,161,1456.8,true,2023-12-10
844,262,484.61,true,2023-12-01
739,295,689.61,true,2023-12-20
869,68,1172.36,true,2023-12-02
583,286,1673.39,true,2023-12-24
865,49,1815.18,true,2023-12-13
943,52,709.52,true,2023-12-29
753,411,716.65,true,2023-12-31
951,185,1960.39,true,2023-12-02
819,362,997.65,true,2023-12-11
818,422,1592.42,true,2023-12-07
578,376,897.59,true,2023-12-09
884,384,103.59,true,2023-12-17
682,208,786.23,true,2023-12-26
841,261,688.28,true,2023-12-22
604,480,1654.34,true,2023-12-29
839,314,1743.0,true,2023-12-06
519,408,1708.9,true,2023-12-02
982,401,632.82,true,2023-12-25
648,83,258.71,true,2023-12-01
747,5,424.95,true,2023-12-11
870,333,1286.9,true,2023-12-19
834,358,1949.94,true,2023-12-20
760,147,1095.58,true,2023-12-24
876,206,1836.32,true,2023-12-07
972,149,494.78,true,2023-12-12
533,422,1447.89,true,2023-12-17
789,50,849.67,true,2023-12-27
838,254,171.39,true,2023-12-02
573,491,896.62,true,2023-12-18
607,342,1908.03,true,2023-12-18
635,51,1678.1,true,2023-12-20
607,353,1304.88,true,2023-12-02
603,321,450.59,true,2023-12-28
798,393,970.72,true,2023-12-11
767,191,239.9,true,2023-12-02
736,115,527.29,true,2023-12-27
928,218,869.77,true,2023-12-16
548,4,784.04,true,2023-12-31
674,188,1434.1,true,2023-12-20
734,360,1322.59,true,2023-12-23
991,257,1633.03,true,2023-12-13
508,72,1431.45,true,2023-12-19
905,69,1557.43,true,2023-12-15
548,404,1979.36,true,2023-12-26
566,179,1022.33,true,2023-12-08
832,463,1051.01,true,2023-12-01
703,386,356.88,true,2023-12-28
950,305,1693.29,true,2023-12-12
989,204,1308.32,true,2023-12-12
750,56,412.1,true,2023-12-16
836,126,519.55,true,2023-12-19
783,293,1294.38,true,2023-12-15
575,424,1825.35,true,2023-12-31
914,357,455.81,true,2023-11-30
679,294,99.9,true,2023-12-17
951,268,488.57,true,2023-12-31
